
respiratory failure,3196,1.0
shortness  breath,2707,0.846996245307
hypotension,2431,0.760638297872
dyspnea,2019,0.631727158949
chest pain,1980,0.619524405507
respiratory distress,1736,0.543178973717
altered mental status,1559,0.487797246558
abdominal pain,1388,0.434292866083
fever,1377,0.43085106383
sob,1366,0.427409261577
hypoxia,1225,0.383291614518
dka,1030,0.322277847309
sepsis,890,0.278473091364
resp failure,874,0.273466833542
gi bleed,803,0.251251564456
vomiting,548,0.171464330413
nausea,519,0.16239048811
fevers,502,0.157071339174
dyspnea on exertion,423,0.132352941176
weakness,421,0.131727158949
hypoxemia,402,0.125782227785
resp distress,401,0.125469336671
hyperglycemia,376,0.117647058824
tachycardia,376,0.117647058824
cough,368,0.115143929912
pneumonia,367,0.114831038798
fatigue,365,0.114205256571
s/p fall,335,0.104818523154
ams,330,0.103254067584
syncope,321,0.100438047559
septic shock,312,0.0976220275344
lethargy,311,0.0973091364205
diarrhea,303,0.0948060075094
htn,295,0.0923028785982
gib,292,0.0913642052566
headache,291,0.0910513141427
hemoptysis,291,0.0910513141427
seizure,288,0.090112640801
brbpr,265,0.0829161451815
confusion,265,0.0829161451815
cad,260,0.081351689612
hematemesis,255,0.0797872340426
arf,243,0.0760325406758
fall,237,0.0741551939925
anemia,234,0.0732165206508
melena,232,0.072590738423
etoh drawal,215,0.0672715894869
69-year-old m  severe copd on home 4l nc,198,0.0619524405507
hypercarbic respiratory failure,197,0.0616395494368
copd,194,0.0607008760951
back pain,187,0.0585106382979
alcohol drawal,164,0.0513141426783
pancreatitis,164,0.0513141426783
found down,162,0.0506883604506
dizziness,160,0.0500625782228
shock,159,0.0497496871089
hypoxic respiratory failure,159,0.0497496871089
afib  rvr,157,0.0491239048811
abd pain,150,0.0469336670839
unresponsive,148,0.0463078848561
hypoglycemia,143,0.0447434292866
seizures,142,0.0444305381727
unresponsiveness,141,0.0441176470588
malaise,140,0.0438047559449
renal failure,140,0.0438047559449
bacteremia,139,0.043491864831
acute renal failure,136,0.0425531914894
cellulitis,127,0.0397371714643
slurred speech,122,0.0381727158949
mental status changes,121,0.037859824781
uti,121,0.037859824781
bright red blood per rectum,121,0.037859824781
chf,120,0.0375469336671
copd exacerbation,119,0.0372340425532
bradycardia,119,0.0372340425532
n/v,119,0.0372340425532
tachypnea,115,0.0359824780976
osa,115,0.0359824780976
i saw  examined the patient,114,0.0356695869837
ugib,107,0.0334793491865
nausea/vomiting,106,0.0331664580726
doe,106,0.0331664580726
cfee ground emesis,105,0.0328535669587
cardiac arrest,99,0.0309762202753
agitation,99,0.0309762202753
respiratory failure.,97,0.0303504380476
somnolence,97,0.0303504380476
hyponatremia,97,0.0303504380476
nstemi,96,0.0300375469337
palpitations,95,0.0297246558198
urosepsis,95,0.0297246558198
ards,95,0.0297246558198
s/p cardiac arrest,94,0.0294117647059
shortness  breath.,93,0.029098873592
stemi,93,0.029098873592
chills,90,0.0281602002503
angina,90,0.0281602002503
left sided weakness,87,0.0272215269086
sz,86,0.0269086357947
lightheadedness,84,0.026282853567
copd flare,83,0.0259699624531
asymptomatic,82,0.0256570713392
pna,81,0.0253441802253
nausea  vomiting,81,0.0253441802253
cholangitis,80,0.0250312891114
gi bleeding,80,0.0250312891114
coronary artery disease,77,0.0240926157697
afib,77,0.0240926157697
atrial fibrillation,76,0.0237797246558
hypertension,75,0.0234668335419
persistent leukocytosis,74,0.023153942428
status epilepticus,73,0.0228410513141
endocarditis,73,0.0228410513141
change in mental status,71,0.0222152690864
hypoxemic respiratory failure,70,0.0219023779725
obesity,69,0.0215894868586
none,69,0.0215894868586
mental status change,67,0.0209637046308
acute on chronic respiratory failure,67,0.0209637046308
